chrom_start_end	H3K4me3	H3K4me1	H3K36me3	H3K9me3	H3K27me3
chr5_74300000_74302000	-0.020039356345	-0.00306990337122	0.0257001571157	0.498816885976	-0.0236133777305
chr12_47178200_47178600	0.00171831590052	0.995294022959	-0.0218410462815	0.00322270689448	0.0337427485915
chr12_26716200_26721200	-0.0625474917468	0.0159228086127	0.500761453224	-0.0136301302524	-0.014432928248
chr4_56321200_56321600	-0.0100955600512	-0.0548421234841	1.00474579192	0.00234722061058	-0.0183995038533
chr5_134157600_134159600	-0.0017397974646	-0.00640744257868	0.98372921312	-0.0166613117162	0.0124147470088
chr18_33815000_33826000	0.0244149814438	-0.00779705460231	-0.00437482755981	0.0103382189534	0.022627459816
chr12_105117800_105129400	-0.00971035761981	0.0241099138865	0.490941203485	0.0291596218305	0.0215391120047
chr9_137751000_137751200	0.019831504875	0.970850139988	0.0193210707156	-0.00923843399847	0.029561568576
chr1_234366200_234366400	0.982430715664	0.998041520511	0.00769782158219	-0.00175476962524	0.025324000377
chr16_57247400_57252200	0.502339351836	0.0410443475576	1.02311614568	1.02229743368	-0.00538083631471
chr4_11456600_11456800	0.0176472151902	0.992647376153	0.0147103063663	-0.0299977076101	0.00828111654877
chr3_112166000_112174400	0.0206086228327	-0.00187517982151	0.0251341271566	0.524519863567	-0.0063108431506
chr3_10566200_10582400	0.0102123588759	0.00234281652243	-0.0107913581229	0.00976313953197	0.512413812531
chr19_48282600_48282800	0.973716313255	0.978213577936	0.0319054674847	-0.00764011610792	-0.0137831373032
chr11_34272400_34273200	0.0212050707775	1.02901539493	-0.0123754538083	-0.0173478837132	-0.0410157370289
chr2_121102400_121103600	0.999159774088	0.507815822366	-0.0102872597272	-0.0280690597372	1.00801222153
chr3_183229600_183230200	0.976847993884	1.01596540105	0.0039708070167	-0.0361847895058	-0.0034931001717
chr14_106044200_106044400	0.9976003335	0.959993841728	0.00879735034361	0.0277279212426	0.0405804537699
chr7_75624600_75632600	-0.0124054035546	-0.0210502483007	0.520038642775	0.0244795616541	0.00661013710883
chr12_125047400_125049000	1.01009030332	1.0006660549	0.00748732613954	-0.00801231283463	0.00974897366353
chr14_107048400_107052400	0.00915134373472	0.0125105873464	0.519460577176	0.0571841028888	-0.00326049579447
chr1_53205400_53207400	-0.0347163311085	0.993527950954	-0.00524795034107	0.0111360302939	-0.0182540171412
chr12_66614200_66628000	0.0211185903196	0.0257447672628	0.00409432467361	-0.0256007693863	-0.00709516978706
chr9_135226800_135227200	1.01910820095	0.986307429899	0.00252165652637	0.0117946135407	0.0021597044881
chr2_112823400_112823800	0.985243615441	1.00881587408	-0.025658128373	0.00729593987475	-0.00528024987321
chr7_120478200_120478400	1.00998532439	0.544834924415	-0.000499612896435	0.00701658703638	-0.0109215650745
chr2_219015400_219030000	0.0112556702237	-0.0199863829838	0.00466153938698	-0.00678954119498	0.550831749091
chrX_6229600_6343200	-0.0504888949229	0.0224876254499	0.010387612919	0.00130088170329	-0.030881255612
chr8_2034600_2039800	-0.0188674612751	0.00361432979692	-0.00439954575274	-0.0056910748317	-0.00737434841506
chr8_91480400_91559400	0.000892701806086	-0.0239528762967	0.0167447716939	-0.00886444644138	0.00558252720058
chr19_37886600_37889000	-0.0225585463443	-0.0212063353852	-0.0136034960343	-0.0329624037877	0.0146332037197
chr19_56321200_56326200	0.0006572632414	0.0286776511021	0.0231763192366	0.0155200414133	-0.00764878059002
chr3_5224200_5224600	0.987878663531	0.965985187929	0.0240281551955	-0.00136951727655	-0.0214705541366
chr9_88323600_88326400	0.0150248647121	0.0086627377836	-0.0394078727374	0.500559891251	0.0283626984538
chr2_198173000_198175800	0.970920632781	0.523249808065	0.04408449151	-0.00108051753063	-0.0267964769281
chr1_173008600_173009400	0.0299235531196	-0.00160658071265	0.000101180223204	0.0106048382947	0.490534215209
chr16_71572200_71595000	-0.00664130603974	-0.0215277717752	-0.0201929996057	0.0146889773607	0.0134140482302
chr9_95858400_95859200	1.02005701317	0.489321009867	0.0256008983961	-0.0114791345688	0.01691404953
chr9_117349200_117349400	1.00817719366	0.468830938633	0.00994977753955	0.0155139629858	0.00381221491274
chr2_73801200_73806600	0.018727802082	-6.62735327262e-05	0.00280794011782	-0.0107740910909	0.0344850611835
chr16_23645800_23647400	-0.00912375968738	0.00188525351304	1.02198017331	-0.0304658341908	0.00831338070293
chr6_7205200_7207400	0.00782959271997	0.0180933083566	0.960610452816	-0.00484971961553	-0.00422591081089
chr3_13041600_13043400	0.0391111348476	1.0125309287	0.992988907307	-0.00810112673618	0.00966197672997
chr8_125909400_125911000	0.0154865430669	0.0104715733185	0.0202662299989	-0.00537745028421	0.485165297275
chr11_4101400_4106200	0.0136133335706	0.0136287909309	0.99151727552	0.00411494451741	0.00141558916117
chr5_22966400_23674400	0.0389868788334	0.00217949568554	0.00216714773153	-0.0263811589537	-0.0299178779967
chr10_114215000_114215200	1.01361863987	0.5074070208	0.0201700412106	0.0146979061125	0.00854988106395
chr5_65373000_65375000	-0.00607837255583	0.0202434711386	0.983913588304	-0.00821416710097	0.0116495454307
chr18_77342000_77342800	-0.0232887844361	0.0120124265515	0.050077667401	0.470578817825	-0.0519524483132
chr8_126445800_126448400	0.998196297133	0.995553432241	0.979952358839	-0.00421407852368	-0.0120247827817
chr9_131159200_131159800	-0.00575142209234	0.0219554324259	-0.00234149837282	-0.0404002677171	0.987037188553
chr10_134638200_134642000	0.014196333696	0.0285892661477	0.0189312199671	0.512197997818	0.0266295900807
chr12_62943000_62945800	0.0161320186957	-0.0231498220103	1.01321440139	0.0359771718146	-0.0307530659412
chr4_145975800_145976600	-0.0275619107809	-0.00813887768891	1.01039074623	-0.0387534779811	-0.0124895835532
chr3_160227200_160230000	-0.00104863402507	-0.00152522687429	0.491798124981	0.00513663537605	-0.00462364497283
chr16_69758600_69759600	1.01696066807	1.04320456953	-0.0128670029924	-0.00137246173393	0.000674814257243
chr18_77170600_77171000	0.0161228536697	0.0317775834052	0.512945027573	-0.0131873273113	-0.0335578011507
chr4_71558400_71558600	1.01342486838	0.995191833759	-0.0226351008957	0.0107337386724	0.0044778285076
chr18_12873000_12875600	-0.00117426986816	-0.000340567377844	0.527391817069	0.0266191249471	-0.0258477660048
chr7_152033800_152034200	0.00531965217316	0.962717918817	0.0209592755312	0.03902727302	0.0134122939764
chr4_148668800_148669200	-0.0113260016527	-0.0227132748896	0.548842842732	0.0210964839506	0.00903724121182
chr12_104275600_104276400	-0.0266313326183	1.02705737421	0.00179808753181	0.0114327656237	-0.00969394363442
chr15_86264200_86267600	-0.0111957786939	0.00275637303899	1.01097331526	-0.0127150089552	-0.0285983846721
chr17_7217400_7217600	1.00510102962	1.01380040982	1.00608287451	0.0343071246799	-0.00408407818451
chr1_66809400_66810000	-0.0588368700634	0.970323036481	-0.000323161865061	0.0294105680399	0.0574110077002
chr2_216879200_216879600	-0.00108803023726	-0.0154166408508	0.506642785458	0.0392049451438	0.0285555385534
chr8_129106800_129107200	0.0142556803366	0.97993984286	0.998456100515	-0.0151652664282	0.0323773883703
chr9_132359400_132360000	1.015097877	0.513753136328	0.0242192385291	0.00620240815187	0.0241884216034
chr2_169569600_169570400	-0.00518224221963	0.0267497532982	0.480690680461	0.0151189516957	-0.0258811283261
chr6_7872600_7874800	0.000933236954757	-0.00727179575694	-0.0296471728075	0.496056573425	-0.0324326601796
chr17_46234400_46239600	0.0119127801518	-0.00320673710797	0.508872667191	-0.00375562577541	0.0110850596562
chr11_36438800_36457200	0.00165530598482	-0.00979619150624	0.0273318174072	-0.021875930378	0.0242478696499
chr17_26901000_26902400	0.0125954647612	1.03279518928	0.999103499026	-0.0277233437825	0.0137486468937
chr5_130583400_130585400	-0.00376794205299	1.01206020118	0.0116208356803	-0.0169082091876	-0.0161945495405
chr10_126437600_126438400	1.03823206643	0.97737505804	-0.0123907256518	0.0503801419232	-0.0157503320861
chr11_118087200_118088200	0.982205134797	1.00626302251	0.0340723679736	0.0153441724446	-0.00468282848173
chr1_78392000_78393000	1.01968981005	0.512865607118	0.0228601199651	0.0260924698923	0.0100995856821
chr14_70160000_70161000	-0.0120506884615	1.0084386197	0.00679817665145	0.025450877969	0.00432584819916
chr14_65438200_65438400	1.01358204606	1.0079442384	-0.0106717838514	0.0060557527992	0.00674054074312
chr9_130253400_130255800	0.0297542999221	-0.0142196461923	0.492292634735	0.00346458799226	-0.033445167234
chr7_77304200_77304400	0.00854757380787	0.997033393311	0.00838551554554	0.03342465513	-0.00260439507347
chr2_23668000_23668800	0.0398017456101	0.969784749384	-0.0191701588579	-0.0248837735205	0.00845649698163
chr6_111858000_111859000	0.0376173434163	0.994276051585	0.0310464581568	-0.0109653486827	0.0154324941642
chr18_18680600_18681000	0.991676123835	1.01467167022	-0.0127066354463	-0.0058222193113	0.00973517590905
chr19_15530600_15533800	-0.00683969194583	0.0157907100858	0.519884895304	0.0291828141381	-0.0157193185611
chr19_39967600_39970800	0.0169792561844	0.0116588383906	0.480051537635	-0.00769794636518	-0.0157180517186
chr4_76596000_76596800	1.01903553583	0.985076487902	-0.0192131767777	-0.0235706728221	0.00559611548374
chr15_80306000_80306600	0.00607889031637	-0.0255261301759	0.00194999572093	-0.0409116640769	0.0186888089407
chr3_179677000_179677200	-0.00368782178723	1.01207838871	0.00516687033066	-0.0251491976276	-0.00620948230663
chr8_19597000_19597800	0.0115338212458	0.0177744150538	0.00736431204408	0.540523113248	-0.00431380785752
chr8_77901000_77901200	0.000954201150507	1.00848308804	0.998896967059	-0.00219397187393	-0.026543149262
chr17_60242600_60243000	1.00391153631	0.993948175233	0.008139569836	-0.00183648116665	-0.0116384601953
chr3_156007800_156010000	0.0412199066946	-0.00372450321871	-0.0159582734511	0.00264413456743	0.995917446302
chr11_63578600_63580000	-0.0143311083088	-0.0175931126804	0.0308015552039	0.0453274799597	0.00954709444508
chr1_8156600_8158400	0.965809630067	0.983912113561	0.00547383023376	0.00463742846557	0.00887209669281
chr17_4787600_4789800	0.0158021816597	0.0283476060048	1.00397157396	0.0329727903554	0.00948747873516
chr17_27371400_27375200	-0.0121288895612	0.000171868894885	0.514312115536	0.000278497480039	-0.0175805008072
chr19_35936600_35939000	0.0030472329426	1.01239718159	-0.0151796708924	0.0040893968425	0.0166624540919
chr6_142993000_142993200	0.993356660806	1.02370593419	0.00876443825959	0.00342987899293	0.0157760083368
chr13_73387400_73388200	0.00114042159282	-0.00663672608831	0.989611317552	0.0329172862605	-0.0168293549283
chr3_127605600_127606000	0.0145517885666	0.00365098030702	-0.0397527378878	0.00170056633249	0.028658150486
chr3_194884200_194885800	0.00863341533227	0.0105086510886	0.517983194724	0.0337276677877	-0.0137424914492
chr11_67857200_67857600	0.00864626347206	0.026133797656	0.986281533384	-0.000381931028339	-0.0276929073189
chr22_43586200_43588000	-0.0290232862117	0.0122801080395	0.0135459830797	0.479756524184	-0.0217217046823
chr18_9080400_9082600	0.0130633693966	0.0278248857885	0.527982316067	-0.0466298277154	-0.0115680681602
chr11_117693600_117695000	0.0105482356256	1.04703471515	0.0199516716491	-7.6359623661e-05	0.0147487297486
chr7_22671600_22677800	0.0332569758178	-0.00499571986097	0.00261970203879	-0.0162490729736	0.50604994075
chr11_79192000_79192400	0.00182573044038	1.01314094564	0.0260860527386	0.0240598574019	0.0412880047114
chr3_124370200_124370800	-0.0273377118727	1.04355550337	0.0285572342147	0.0226167147734	-0.00390390694287
chr2_143698400_143705000	-0.0069330479327	0.00237149175519	0.4873148407	-0.0157190262499	0.0191995336776
chrX_1663600_1665600	-0.00965887908676	-0.00997866151392	-0.00320009098501	0.510425512111	0.0041167918382
chr10_101762000_101762200	0.0202927511971	-0.0285629797561	0.515535560204	-0.006431361893	0.00989734106703
chr15_81318400_81318600	0.962853734641	0.987577830712	0.00616699465199	-0.0235024657655	0.0276773574374
chr15_82158400_82159200	1.01277674771	1.01718004211	0.00317848959801	0.0417303459929	0.0103452429129
chr14_93241000_93243000	-0.0201751931548	1.00706993776	0.0270595556341	-0.0152375590584	0.0412779955735
chr2_242271800_242272400	-0.0109633721794	0.995522381203	0.966993508741	-0.00417093576992	-0.0240134994835
chr15_33153800_33154000	1.00783474744	1.01508103457	0.00202993639633	0.0169729765774	-0.0236811671124
chr5_75712200_75721600	0.0128318431172	0.00615603829163	0.037013519523	-0.00790147046197	0.0109835505152
chr20_60862600_60868400	-0.0373120091529	0.00897528697182	0.514177439065	-0.00651627985326	0.0158711918953
chr6_30921000_30922600	0.00360663400005	-0.0350736464175	0.491147159481	-0.0159035787565	0.0138906824581
chr6_28566000_28574200	-0.033093053011	-0.0100882115649	-0.00797139652405	-0.0122010193031	-0.0211057509803
chr15_52674800_52676000	0.980450667068	1.00790989509	-0.0333418487228	-0.0212885396804	0.0126872755692
chr4_112188200_112188400	0.0225113929465	1.02044995665	-0.00692276172805	-0.00602005884828	-0.0273928686222
chr19_40331600_40332000	-0.0062591808348	0.992210223649	0.991791704014	0.0207827274707	0.0178426320618
chr3_75908200_75914600	0.0228831718268	0.0104602467511	-0.0280993001196	-0.00924034239107	-0.00809361357761
chr4_154301000_154301400	0.00703706126464	-0.0270541342328	0.484863097965	0.0265366929691	-0.00733859979844
chr2_171622200_171626000	-0.00788613673282	0.0103481399313	0.527525074823	-0.0298060059876	0.0129507875655
chr10_21802600_21805000	-0.00116373975762	-0.0163168801215	-0.0182073568566	0.000631048954307	0.486286337997
chr1_63942400_63955600	-0.0317442192391	0.0223206121399	0.50118333833	0.00597678345506	0.0163538230241
chr20_62170000_62170600	0.0277620047617	0.993094836678	-0.0200877848572	-0.0171978374886	0.00395943506851
chr8_48282800_48289800	0.0124433238374	0.0164628298889	0.486087780865	0.0175171897991	0.0234695949422
chr19_12404000_12404400	0.969095445698	0.985583996828	0.012290275263	-0.0229148532043	0.0224238215541
chr8_126118000_126122400	0.0288281270916	0.0376832131029	0.488083802907	0.0134606433829	-0.0192577444028
chr17_70321000_70321400	0.0102940217764	0.000143709220554	0.48240438674	0.00836577825731	-0.00349175977268
chr13_21793400_21793800	1.02610870781	0.496548659648	0.0193293505156	-0.044085624529	-0.0290034233198
chr2_103420400_103533000	-0.0134480377673	0.0614096791065	0.0191347745659	-0.0159631984937	0.0363374032183
chr2_85826200_85828800	0.0342401197167	0.028341809327	0.461806848944	-0.00851145865801	-0.00575916991946
chr16_13485200_13487000	-0.0107043104389	0.994000661269	-0.0259550048529	0.00826166141003	0.00423134612079
chr1_84159000_84159600	-0.00669496438328	0.971855926599	0.0211454595409	0.0325613262007	-0.0115214436142
chr19_10706800_10707600	-0.0154412854267	0.967278058873	-0.0102882828813	0.0130022004315	-0.016104339839
chr8_124540800_124542200	0.00542404094308	0.00241653560906	0.508758720128	0.0321203371032	0.0410047743873
chr21_47705200_47707400	1.03371161426	0.450658476804	0.0141054214743	-0.0101360727436	0.0103767774349
chr17_37747600_37754200	-0.0288009229301	-0.00123592184293	-0.0124487810661	0.00815298159173	0.500338527943
chr10_52407600_52408000	1.01803113918	1.04466044262	0.0125381570063	-0.0125150507447	-0.0225157708247
chr10_24808800_24809400	0.0436933240799	1.01727659431	0.00393054753329	-0.0114491894729	-0.00516397515226
chr13_111508000_111508400	0.00179452970761	0.00456741009722	-0.0207023744408	0.0550287058308	0.00509527205454
chr4_76983200_77005800	0.00650358535918	-0.011140890737	0.00457108044661	0.0236989691757	0.51253913115
chr1_154981000_154981200	1.00372548692	1.03438992504	-0.00626079867843	0.0122839031717	0.00376537927461
chr7_92519000_92527200	-0.0192202603716	-0.00131761902167	-0.0137140735423	-0.00927977110324	-0.000125134873404
chr10_115607200_115607400	0.0169785036987	1.00301937001	0.986116921788	0.0178898632616	0.0135338547165
chr16_75063400_75065000	-0.015294514333	0.994984876513	0.00348862714107	-0.040835521574	0.0254286240257
chr7_114613800_114617600	-0.0351336446617	-0.0403439103568	-0.0404224728377	0.0111353982343	0.00334433815858
chrX_77764200_77770800	-0.00908099389072	-0.0248163271794	-0.0196744391393	0.029473023166	-0.0170967555972
chr3_196647800_196656000	-0.0130204407893	-0.00668762425631	0.508783161692	-0.0148714716332	0.0205810460076
chr4_36253600_36257000	-0.0204866066694	0.979397736743	-0.0397352288121	-0.00662095551171	-0.00339642181771
chr12_54363400_54365400	-0.0100109565753	0.0014352012869	-0.00506402788621	-0.0156749387703	0.534977540915
chr6_116819400_116820000	0.000933523616646	0.0294071709645	-0.0409836909248	0.00213811960243	1.00584266516
chr2_203578200_203581000	-0.000255245639835	-0.0148122194173	0.0154151673502	0.00415880429106	0.0323149376275
chr1_236228400_236230200	0.939535021239	0.973712752331	-0.0333531469933	0.0150303082607	0.0230568818851
chr20_36551200_36551800	-0.0108520260141	1.03255586704	-0.016097996484	-0.00619632467941	-0.0197882971196
chr9_127726400_127726600	-0.0376287290035	0.995420391595	-0.0189922377982	-0.00307117316567	0.0200150006118
chr18_22745800_22770200	-0.0239625941305	0.00714214280195	0.0149520115668	0.037496361278	-0.00955302121438
chr1_197746200_197746600	0.99396071233	1.00490359864	-0.00979082081765	0.00381656635877	-0.00852074661143
chr9_134603200_134603400	0.988850620908	0.502308683643	0.00806099428147	-0.0284361295234	-0.00839072577362
chr11_66792600_66793000	-0.0146695147041	1.02149665305	0.0198372400429	0.00207687142406	0.0106253613017
chr13_24034600_24035400	0.971318491784	0.991240567909	0.0266267366132	0.0410296049854	-0.0204297126311
chr8_8141400_8141800	0.984098630064	0.508528810632	0.0326189424788	-0.0233526475248	-0.0108620772031
chr17_235200_235400	1.01914348096	0.996654534684	0.00671552352245	0.0125176113853	0.956255848482
chr4_76012800_76013200	0.0125454641375	0.950713321612	0.0056226456157	0.00281825435208	0.0363196838834
chr7_70197400_70198000	-0.00305860233871	0.998580549809	0.0134869003123	-0.00414047244833	-0.0374760394947
chr2_172367200_172368800	-0.00356852329675	1.0013166905	0.0115791520102	-0.00233794281769	0.0132634438794
chr16_53144800_53146200	1.01281726895	1.01046306273	-0.0255867192347	0.0147571677185	-0.0646826695716
chr12_117301200_117315200	-0.0128408474847	-0.0307340765431	0.0203271839925	-0.0036439926601	0.515510702543
chr13_34253000_34253400	0.983097072091	1.03731058566	0.0466939469651	-0.0300413158905	0.00680185670136
chr6_170866200_170867400	0.00112794743529	0.0195530129618	0.465147544494	-0.0288286363548	-0.00517607445602
chr12_53084000_53085000	0.0105939748193	0.00223297780471	-0.000250033191594	-0.0148899673456	0.985148468212
chr19_2432600_2437200	0.00701986008101	-0.0101500876358	0.483888363577	0.0388431289801	-0.0206170535785
chr14_22647600_22648800	0.00993158744303	-0.0187095070959	-0.00496323824959	0.00711504849811	0.978535782972
chr8_119121000_119121200	1.03739306671	0.497313139309	0.0171843294053	-0.00121189727188	-0.0196162654434
chr20_4754600_4760600	-0.0340312891781	0.00588764996317	-0.0350722990923	-0.0236766106333	-0.00343787189828
chr15_76602800_76604000	0.986719929011	0.512493196904	-0.00326074419495	-0.0417544812668	0.00620801182158
chr19_12944200_12944800	0.0121862631457	0.0235916999408	-0.00380122874806	-0.00159603721073	1.05143415718
chr1_219255400_219256200	0.0178672087047	0.975730427963	0.0236050293154	0.00226911369763	0.0545541553097
chr1_100900800_100905800	-0.0109653961282	-0.0120273310396	0.521374195673	0.00643046727942	-0.00501597077331
chr6_32156800_32158600	1.00770578277	0.53706374299	-0.0253732416205	0.0107413235347	0.0203866162444
chr9_123958200_123958400	1.07022370011	0.514787593066	0.0021948090734	0.00539491568689	0.0118823130509
chr17_17115400_17117200	-0.0186237104528	-0.00661632629519	1.02495621159	0.0454085928365	-0.0232140950245
chr9_38388800_38389000	0.0308440620258	-0.0202179968799	-0.0332784389224	0.0110561950935	-0.0444166394116
chr3_184643600_184644400	-0.0146611938542	0.00711865318353	0.491659870471	0.00452778009449	0.034242361292
chr7_40350800_40351000	1.00880994145	0.982963946035	0.0318877061985	-0.0433665480208	-0.0141751044657
chr9_131799600_131800800	0.990463541758	0.995638874285	-0.0138848090749	0.028924978829	-0.0156133383686
chr6_44378600_44384800	-0.022357618836	-0.0241244926981	0.978600014059	0.0192930048613	0.00450963248655
chr10_46079600_46085400	-0.0263757209717	0.0141111341071	0.00735714928707	0.490002481633	-0.0238674622182
chr1_213567600_213580800	-0.0226313897734	-0.0180904343537	0.0374177073615	0.0237333065807	0.509932714269
chr8_58491400_58491600	0.0049490298927	0.996755837393	-0.000192708153489	-0.0125114046139	-0.0134646431894
chr14_34011400_34012400	0.0229614948821	0.975241694048	-0.0076786809943	0.0123128427614	0.00267806129948
chr12_12036000_12038200	0.0239904633021	0.965830721461	1.00586916509	0.00471904817073	0.0140035715899
chr16_85916600_85917000	-0.0273703215256	0.976700594398	0.0110300228348	-0.0108264056349	0.00406822972661
chr19_50527800_50529400	0.989338882708	0.472649530012	-0.010798721663	-0.01341751828	-0.01389510973
chr19_42925200_42925600	-0.0100869498341	0.00634465928814	0.508476818296	-0.00630048639764	0.00707550408174
chr16_66969200_66970400	0.958801304113	0.982138397003	-0.00454979457477	-0.0165384631589	-0.00511714542896
chr2_45179800_45180200	1.02864638735	0.999560677349	0.00244133115028	-0.0401879092256	0.987288628533
chr17_20102000_20102200	-0.00280988439839	1.00038214919	0.022022978992	0.00079419299025	-0.000438199671298
chr15_42387200_42397600	-0.0115452244658	-0.00106210300583	-0.00902500606564	-0.00646204355152	0.503268102863
chr2_114660600_114660800	1.00700548649	1.02061081205	0.982448084921	-0.0064571900778	-0.0111766252411
chr11_22640200_22642400	-0.0147624547531	0.0075214209066	-0.0213299496834	0.530674616254	-0.00178550942453
chr8_102978600_102982200	0.0158705439449	-0.00847895461532	0.000323038874476	0.0024002192496	0.0187124113551
chr1_5825400_5833200	0.000773416804524	0.0114257426447	0.00227708830572	-0.0128951649198	0.475922108826
chr6_24883400_24884400	0.980602482554	1.0058386872	0.0160852204323	-0.00425799677046	-0.0168365762441
chr19_8316400_8320800	0.0151307226999	-0.0405065504171	0.49592471341	0.013593447396	-0.0110378098916
chr6_46144600_46147800	-0.0247514189308	0.0179678480664	0.00762306076905	0.00300515070333	0.525913760581
chr13_33017600_33018600	0.988227988921	1.04642441558	-0.0316224196939	0.00562683190917	0.0178310900898
chrX_154295600_154301200	1.00862886942	0.538003069051	0.011500552526	-0.0244824546429	-0.00882344256465
chr9_89964800_89988400	0.00589845003882	0.0153089298243	0.00248061179206	-0.0256901164095	0.00716653130551
chr14_35595600_35596000	0.994665316414	0.495316672205	-0.0136616382786	0.000632794747693	0.0115440730353
chr3_152051400_152051600	1.01582379587	0.999126658825	0.0254278569399	-0.0247884603125	0.031648638009
chr14_103643200_103643600	0.0101204330408	0.97988043867	0.0272864002814	-0.0199991742013	0.025478729134
chr1_87079200_87080800	0.00674008379392	0.0464677595596	0.018635115081	0.479931815195	0.0300460660656
chr17_41661200_41665200	0.0456982191387	-0.0225731166359	0.0123128039275	-0.0347318877133	0.0238878190034
chr1_246784000_246786000	0.0339979663178	-0.0205797263213	0.986104041704	0.00501481715859	0.00237045693279
chr5_67861800_67863000	-0.00542130426377	0.000309279781267	0.00298432995234	0.515707658027	0.00879430162629
chr21_45774600_45775800	0.966444421908	0.989231741133	-0.0481149189309	0.00161461823644	-0.0573314603838
chr7_3020600_3020800	1.01793188839	0.987457659961	-0.00562168309037	0.00750024902895	0.0485669314359
chr10_77327400_77330800	-0.0145071978013	0.016106315117	0.00304586923679	0.00446341373169	0.00796627472892
chr12_4287600_4288400	0.987704332742	1.01971994009	-0.00666039606778	-0.0230772213915	-0.0443637280227
chrX_78361600_78362600	-0.000514067890726	-0.000774372083097	0.00265246963487	0.484165976605	0.0154162166987
chr3_112179600_112179800	0.984785963038	1.0227924429	0.0127040626448	0.0373604039726	0.00770489209453
chr2_207222800_207225000	-0.0181176564554	-0.0315675445664	0.518268848893	0.0378119090566	-0.0217055414152
chr2_172255800_172256000	0.0162037500744	0.992595608203	-0.0123236999771	-0.0257545414039	-0.0205120971828
chr3_61505200_61506400	-0.0108288764115	-0.00924480845182	0.453263161169	0.0153633884887	-0.00907119226753
chr2_37849400_37849800	0.0153143974755	0.978161527953	-0.0357043528739	-0.0161043086043	-0.0228781728005
chr12_42719000_42721200	1.01221439333	0.512489597293	0.0167308783412	-0.0343631382742	0.0462088888815
chr9_80826600_80834000	0.0312644867168	-0.010228141366	0.0300332905366	-0.00419157483167	0.00439528315959
chr2_69662000_69662600	0.0283089928609	0.993972679681	0.0357584391553	0.0175424710535	-0.0365242993622
chr12_52615800_52616000	1.00752615592	1.00953108052	-0.00181055084388	0.0377732525541	1.01976518336
chr5_80875600_80894200	0.013390621895	-0.0103243417521	0.500777588725	-0.0156664970514	0.00766459380016
chr4_47869400_47873400	-0.0267674911228	0.0161779307617	0.559272687672	-0.0112576184494	-0.00059905799565
chr8_105291600_105292400	0.983397671176	1.00779624817	-0.00887445099569	-0.0231819486686	-0.0339267887866
chr10_60126200_60132200	0.0172335155476	0.00124318856944	0.512500753949	-0.0291470172588	0.0295212667425
chr17_3814000_3814200	1.00148812656	0.975809794628	0.0119906900211	-0.0146936804646	-0.00936826255274
chr8_110305400_110305800	-0.00380970519921	1.00405825302	-0.0080632397914	0.0321251037935	0.0149856772846
chr3_172467800_172472600	1.02495047142	0.51158945361	-0.00736697405722	-0.0305008996366	-0.00150031358023
chr19_48110200_48110400	0.000306546414238	0.983413088247	0.017354573246	-0.000497209078976	-0.0310169910393
chr6_119400000_119400400	1.0104593222	0.97159162906	-0.0121356306191	-0.0116389682939	1.00607005612
